Role1,State,Year,Type,Perc
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,100
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,10.00012355
Decision influencer,Nebraska,2017,POST,49.38271605
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,32.03163618
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,55.99920933
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,12.5
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,4.998888038
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,10.00016473
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,15.62162162
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,85.70420049
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,49.98764517
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,33.33333333
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,20
Decision influencer,Nebraska,2017,POST,7.692453906
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,34.15730337
Farmer,Nebraska,2017,POST,50
Farmer,Nebraska,2017,POST,0
,Nebraska,2017,POST,0
,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,6.667627618
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,8.005930319
Decision influencer,Nebraska,2017,POST,29.99752903
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,58.17610063
Decision influencer,Nebraska,2017,POST,8.331274195
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,38.88812629
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,16.68039539
Farmer,Nebraska,2017,POST,13.34431631
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,63.63432165
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,25.01544163
Farmer,Nebraska,2017,POST,26.68863262
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,5.7143664
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,64.99956758
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,32.03163618
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,9.997529034
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,9.997529034
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,14.00049419
Farmer,Nebraska,2017,POST,19.42215088
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,5.001235483
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,20.00049421
Farmer,Nebraska,2017,POST,36.65568369
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,70.00247097
Farmer,Nebraska,2017,POST,24.99382258
Farmer,Nebraska,2017,POST,49.35936547
Farmer,Nebraska,2017,POST,19.00172968
Farmer,Nebraska,2017,POST,2.28748941
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,20.00019768
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,50.00123551
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,63.63432165
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,2.999752903
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,9.722012492
Decision influencer,Nebraska,2017,POST,4.998888038
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0.833137713
Decision influencer,Nebraska,2017,POST,50.00123551
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,37.5
Farmer,Nebraska,2017,POST,100
Decision influencer,Nebraska,2017,POST,0.800110701
Decision influencer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,100
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,0.800612815
Decision influencer,Nebraska,2017,POST,5.000617742
Farmer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,10.0002471
Farmer,Nebraska,2017,POST,0
Farmer,Nebraska,2017,POST,13.34431631
Decision influencer,Nebraska,2017,POST,0
Decision influencer,Nebraska,2017,POST,4.998888038
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,17.81818182
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,4.088586031
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,16.00790514
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,39.6039604
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,8.316179498
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,95.29411765
Farmer,Wisconsin,2018,POST,30.1980198
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,17.54684838
Decision influencer,Wisconsin,2018,POST,20.00493949
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,3.041825095
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,44.7761194
Farmer,Wisconsin,2018,POST,100
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,1.995850212
Farmer,Wisconsin,2018,POST,10.66666667
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,23.4375
Farmer,Wisconsin,2018,POST,88.59315589
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,30.24691358
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,3.073770492
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,89.01098901
Farmer,Wisconsin,2018,POST,100
Decision influencer,Wisconsin,2018,POST,16.6735282
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,6.002223046
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,60.44776119
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,37.49536866
Decision influencer,Wisconsin,2018,POST,12.51543845
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,31.85840708
Decision influencer,Wisconsin,2018,POST,7.997826409
Decision influencer,Wisconsin,2018,POST,3.985507246
Farmer,Wisconsin,2018,POST,100
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,18.74035196
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,8.698453608
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,100
Decision influencer,Wisconsin,2018,POST,57.16302047
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,4.001580871
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,50
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,60
Farmer,Wisconsin,2018,POST,77.77777778
Farmer,Wisconsin,2018,POST,37.65432099
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,2.772059833
Decision influencer,Wisconsin,2018,POST,0
Farmer,Wisconsin,2018,POST,9.87654321
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,0
Decision influencer,Wisconsin,2018,POST,13.33772435
Decision influencer,Wisconsin,2018,POST,25.0102923
Farmer,Wisconsin,2018,POST,32.65306122
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,83.3218943
Decision influencer,Nebraska,2018,POST,80.00988386
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,50.00068639
Decision influencer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,38.88812629
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,47.06395349
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,18.57344633
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,5.001235483
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,69.99962935
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,20.0002471
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,26.76531295
Farmer,Nebraska,2018,POST,30.01852996
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,40.8988764
Farmer,Nebraska,2018,POST,0
,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,10.00123548
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,4.998888038
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,25.01544163
Decision influencer,Nebraska,2018,POST,23.80980397
Decision influencer,Nebraska,2018,POST,70.2970297
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,60.07416564
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,47.99802274
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,40.00197687
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,79.99604665
Farmer,Nebraska,2018,POST,66.65568369
Farmer,Nebraska,2018,POST,25
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,8.000079072
Decision influencer,Nebraska,2018,POST,10.0002471
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,6.666776489
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,12.50015444
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,89.47847574
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,59.99802313
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,33.31960461
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,64.28394931
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,46.65568369
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,83.33333333
Decision influencer,Nebraska,2018,POST,46.15472344
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,83.36079077
Farmer,Nebraska,2018,POST,0
,Nebraska,2018,POST,0
,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,12.5
Farmer,Nebraska,2018,POST,50
Decision influencer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,83.33299014
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,23.99920925
Decision influencer,Nebraska,2018,POST,40
Farmer,Nebraska,2018,POST,24.98455837
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,59.97529339
Farmer,Nebraska,2018,POST,40
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,16.63920923
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,11.4366396
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,17.55253399
Farmer,Nebraska,2018,POST,48.64431682
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,58.33905285
Farmer,Nebraska,2018,POST,66.65568369
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,27.76938916
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,72.73135669
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,6.672158155
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,86.34321653
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,34.08963271
Decision influencer,Nebraska,2018,POST,79.99752903
Decision influencer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,82.8572538
Farmer,Nebraska,2018,POST,46.67215815
Decision influencer,Nebraska,2018,POST,89.99987645
Farmer,Nebraska,2018,POST,14.68023256
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,16.66666667
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,69.99752903
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,27.27109354
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,28.62190813
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,23.99308129
Decision influencer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,34.66944872
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,69.44539776
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,60.00148262
Farmer,Nebraska,2018,POST,48.87424492
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,50
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,94.44063143
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,24.99382258
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,1.99952557
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,51.97628458
Decision influencer,Nebraska,2018,POST,93.33322351
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,77.77625257
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,10
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,50
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,80.00197682
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,41.65980231
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,53.33421191
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,81.24845565
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,61.53863699
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,15.99950581
Decision influencer,Nebraska,2018,POST,20.00049421
Decision influencer,Nebraska,2018,POST,25
Farmer,Nebraska,2018,POST,100
Decision influencer,Nebraska,2018,POST,50.00123551
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,37.50857927
Farmer,Nebraska,2018,POST,100
Farmer,Nebraska,2018,POST,0
Decision influencer,Nebraska,2018,POST,0
Decision influencer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,100
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,99.84681041
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,70.16608312
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,33.34911858
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,16.00230433
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,50.1062252
Decision influencer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,40.08498016
Decision influencer,Wisconsin,2019,POST,25.00668929
Decision influencer,Wisconsin,2019,POST,66.37021305
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,50.60728745
Farmer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,20.00288042
Decision influencer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,8.000361616
Farmer,Wisconsin,2019,POST,100
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,99.78901754
Farmer,Wisconsin,2019,POST,62.47813265
Decision influencer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,33.32167075
Decision influencer,Wisconsin,2019,POST,26.66699378
Decision influencer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,20.04249008
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,99.96501225
Farmer,Wisconsin,2019,POST,37.37153535
Farmer,Wisconsin,2019,POST,100
Farmer,Wisconsin,2019,POST,0
Farmer,Wisconsin,2019,POST,33.29426806
Decision influencer,Wisconsin,2019,POST,0
Decision influencer,Wisconsin,2019,POST,49.98250612
